question_text,document_title,language,annotations,document_plaintext,document_url,question_text_tokenized,document_plaintext_tokenized,label,word_frequency_score
Milloin Merzifonlu Kara Mustafa pašša syntyi?,Merzifonlu Kara Mustafa pašša,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Vuonna 1672 syttyi sota Puolaa vastaan. Vaikka Kara Mustafa oli edellisen kerran johtanut armeijoita kentällä lähes 15 vuotta aiemmin, niin hän menestyi hyvin sotilasjohtajana. Hän oli mukana H’otynin piirityksessä ja johti armeijan oikeaa sivustaa Kamjanets-Podilskyin piiritykseen johtaneessa taistelussa. Hän johti turkkilaisarmeijaa myös Butšatšin valtaukseen päättyneessä operaatiossa. Ansioidensa vuoksi hänet nimitettiin yhdeksi sodan päättäneen rauhansopimuksen pääneuvottelijoista, ja hän sopi Podolian liittämisestä Osmanien valtakuntaan sekä Länsi-Ukrainan siirtämisestä osmanien protektoraatiksi.[3]",https://fi.wikipedia.org/wiki/Merzifonlu%20Kara%20Mustafa%20pa%C5%A1%C5%A1a,"['Milloin', 'Merzifonlu', 'Kara', 'Mustafa', 'pašša', 'syntyi', '?']","['Vuonna', '1672', 'syttyi', 'sota', 'Puolaa', 'vastaan.', 'Vaikka', 'Kara', 'Mustafa', 'oli', 'edellisen', 'kerran', 'johtanut', 'armeijoita', 'kentällä', 'lähes', '15', 'vuotta', 'aiemmin', ',', 'niin', 'hän', 'menestyi', 'hyvin', 'sotilasjohtajana.', 'Hän', 'oli', 'mukana', 'H’otynin', 'piirityksessä', 'ja', 'johti', 'armeijan', 'oikeaa', 'sivustaa', 'Kamjanets-Podilskyin', 'piiritykseen', 'johtaneessa', 'taistelussa.', 'Hän', 'johti', 'turkkilaisarmeijaa', 'myös', 'Butšatšin', 'valtaukseen', 'päättyneessä', 'operaatiossa.', 'Ansioidensa', 'vuoksi', 'hänet', 'nimitettiin', 'yhdeksi', 'sodan', 'päättäneen', 'rauhansopimuksen', 'pääneuvottelijoista', ',', 'ja', 'hän', 'sopi', 'Podolian', 'liittämisestä', 'Osmanien', 'valtakuntaan', 'sekä', 'Länsi-Ukrainan', 'siirtämisestä', 'osmanien', 'protektoraatiksi.', '[', '3', ']']",0,0.2857142857142857
Miksi ensimmäinen afgaanisota käytiin?,Ensimmäinen afgaanisota,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","2. marraskuuta 1841 Alexander Burns murhattiin. Murhan tarkemmat yksityiskohdat tai sen motiivi ovat jääneet epäselväksi. Brittien hallintokoneisto ei reagoinut murhaan mitenkään ja tämä oli heikkouden osoitus. Kolme viikkoa murhan jälkeen Kabuliin saapui Dust Muhammadin vanhin poika Muhammad Akbar Khan, joka oli huomannut tilaisuuden koota yhteen brittejä vastustaneet hajanaiset ryhmät. Kabulissa britit huomasivat olevansa käytännössä piiritettyjä.[1] Afgaanit olivat tuoneet tykkejä brittiarmeijan leirin lähistön kukkuloille, josta he tulittivat leiriä. Yritys ajaa afgaanit tiehensä 23. marraskuuta päättyi tappioon.[2] Macnaghten murhattiin neuvotteluissa kapinallisten johtajien kanssa, ja brittien johtoon jäi näin Elphinstone. Hän päätti evakuoida koko Kabulin 16500:n miehen varuskunnan Jalalabadiin talvella ilman asianmukaisia varustuksia. Samalla hän luotti Akbar Khanin sanaan brittien häiriöttömästä vetäytymisestä. Brittikolonna lähti Kabulista 6. tammikuuta 1842 mukanaan armeijaan liittyneet siviilit, naiset ja lapset.[1] Sotilaiden määrä oli noin 4500 ja heistä eurooppalaisia oli noin 700.[2] Akbar Khan halusi todennäköisesti tuhota britit matkalla eikä päästää heitä Jalalabadiin, josta he olisivat palanneet kesän tullen. Sitä paitsi hän tuskin olisi edes voinut pitää lupaustaan häiriöttömästä kulusta. Brittien käyttämät solat olivat Dorranien vaikutusvallan ulkopuolella olevien Ghelzaiden hallussa. Brittikolonna päätyikin hyökkäyksen kohteeksi kaikilta suunnilta. Heimosoturit surmasivat tai ottivat heidät vangeiksi. 150 kilometrin matkasta selviytyi vain muutama sepoy ja vain yksi britti, kirurgi William Brydon, joka saapui Jalalabadiin 13. tammikuuta. Elphinstone oli jäänyt vangiksi ja hän kuoli vankeutensa aikana. Šudža' Šah oli saanut surmansa heti poistuttuaan Bala Hisarin suojista.[1]",https://fi.wikipedia.org/wiki/Ensimm%C3%A4inen%20afgaanisota,"['Miksi', 'ensimmäinen', 'afgaanisota', 'käytiin', '?']","['2.', 'marraskuuta', '1841', 'Alexander', 'Burns', 'murhattiin.', 'Murhan', 'tarkemmat', 'yksityiskohdat', 'tai', 'sen', 'motiivi', 'ovat', 'jääneet', 'epäselväksi.', 'Brittien', 'hallintokoneisto', 'ei', 'reagoinut', 'murhaan', 'mitenkään', 'ja', 'tämä', 'oli', 'heikkouden', 'osoitus.', 'Kolme', 'viikkoa', 'murhan', 'jälkeen', 'Kabuliin', 'saapui', 'Dust', 'Muhammadin', 'vanhin', 'poika', 'Muhammad', 'Akbar', 'Khan', ',', 'joka', 'oli', 'huomannut', 'tilaisuuden', 'koota', 'yhteen', 'brittejä', 'vastustaneet', 'hajanaiset', 'ryhmät.', 'Kabulissa', 'britit', 'huomasivat', 'olevansa', 'käytännössä', 'piiritettyjä.', '[', '1', ']', 'Afgaanit', 'olivat', 'tuoneet', 'tykkejä', 'brittiarmeijan', 'leirin', 'lähistön', 'kukkuloille', ',', 'josta', 'he', 'tulittivat', 'leiriä.', 'Yritys', 'ajaa', 'afgaanit', 'tiehensä', '23.', 'marraskuuta', 'päättyi', 'tappioon.', '[', '2', ']', 'Macnaghten', 'murhattiin', 'neuvotteluissa', 'kapinallisten', 'johtajien', 'kanssa', ',', 'ja', 'brittien', 'johtoon', 'jäi', 'näin', 'Elphinstone.', 'Hän', 'päätti', 'evakuoida', 'koko', 'Kabulin', '16500', ':', 'n', 'miehen', 'varuskunnan', 'Jalalabadiin', 'talvella', 'ilman', 'asianmukaisia', 'varustuksia.', 'Samalla', 'hän', 'luotti', 'Akbar', 'Khanin', 'sanaan', 'brittien', 'häiriöttömästä', 'vetäytymisestä.', 'Brittikolonna', 'lähti', 'Kabulista', '6.', 'tammikuuta', '1842', 'mukanaan', 'armeijaan', 'liittyneet', 'siviilit', ',', 'naiset', 'ja', 'lapset.', '[', '1', ']', 'Sotilaiden', 'määrä', 'oli', 'noin', '4500', 'ja', 'heistä', 'eurooppalaisia', 'oli', 'noin', '700.', '[', '2', ']', 'Akbar', 'Khan', 'halusi', 'todennäköisesti', 'tuhota', 'britit', 'matkalla', 'eikä', 'päästää', 'heitä', 'Jalalabadiin', ',', 'josta', 'he', 'olisivat', 'palanneet', 'kesän', 'tullen.', 'Sitä', 'paitsi', 'hän', 'tuskin', 'olisi', 'edes', 'voinut', 'pitää', 'lupaustaan', 'häiriöttömästä', 'kulusta.', 'Brittien', 'käyttämät', 'solat', 'olivat', 'Dorranien', 'vaikutusvallan', 'ulkopuolella', 'olevien', 'Ghelzaiden', 'hallussa.', 'Brittikolonna', 'päätyikin', 'hyökkäyksen', 'kohteeksi', 'kaikilta', 'suunnilta.', 'Heimosoturit', 'surmasivat', 'tai', 'ottivat', 'heidät', 'vangeiksi.', '150', 'kilometrin', 'matkasta', 'selviytyi', 'vain', 'muutama', 'sepoy', 'ja', 'vain', 'yksi', 'britti', ',', 'kirurgi', 'William', 'Brydon', ',', 'joka', 'saapui', 'Jalalabadiin', '13.', 'tammikuuta.', 'Elphinstone', 'oli', 'jäänyt', 'vangiksi', 'ja', 'hän', 'kuoli', 'vankeutensa', 'aikana.', 'Šudža', ""'"", 'Šah', 'oli', 'saanut', 'surmansa', 'heti', 'poistuttuaan', 'Bala', 'Hisarin', 'suojista.', '[', '1', ']']",0,0.0
Mikä on Sisilian pinta-ala?,Sisilia,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","800-luvulla Sisilian valtasivat saraseenit. Nämä asettuivat ensin Agrigentumiin (Agrigento) vuonna 827, valtasivat sitten Messenan (Messina) 831 ja Panormuksen (Palermo) 835. Syrakusa kukistui viimeisenä vasta vuonna 878. Bysantti sai osan saaresta takaisin 1000-luvulla normannien avulla. Vuonna 1061 normannien Robert Guiscard kuitenkin hyökkäsi saarelle omissa nimissään ja sai sen pitkän taistelun jälkeen valtaansa. Vuonna 1130 normanni Roger II yhdisti Napolin ja Sisilian yhdeksi valtakunnaksi, Sisilian kuningaskunnaksi.",https://fi.wikipedia.org/wiki/Sisilia,"['Mikä', 'on', 'Sisilian', 'pinta-ala', '?']","['800-luvulla', 'Sisilian', 'valtasivat', 'saraseenit.', 'Nämä', 'asettuivat', 'ensin', 'Agrigentumiin', '(', 'Agrigento', ')', 'vuonna', '827', ',', 'valtasivat', 'sitten', 'Messenan', '(', 'Messina', ')', '831', 'ja', 'Panormuksen', '(', 'Palermo', ')', '835.', 'Syrakusa', 'kukistui', 'viimeisenä', 'vasta', 'vuonna', '878.', 'Bysantti', 'sai', 'osan', 'saaresta', 'takaisin', '1000-luvulla', 'normannien', 'avulla.', 'Vuonna', '1061', 'normannien', 'Robert', 'Guiscard', 'kuitenkin', 'hyökkäsi', 'saarelle', 'omissa', 'nimissään', 'ja', 'sai', 'sen', 'pitkän', 'taistelun', 'jälkeen', 'valtaansa.', 'Vuonna', '1130', 'normanni', 'Roger', 'II', 'yhdisti', 'Napolin', 'ja', 'Sisilian', 'yhdeksi', 'valtakunnaksi', ',', 'Sisilian', 'kuningaskunnaksi', '.']",0,0.2
Milloin Stephenie Meyer syntyi?,Stephenie Meyer,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Vuonna 2008 julkaistiin Meyerin aikuisille suunnattu tieteisromaani Vieras (The Host, suom. 2009). Meyer on kirjoittanut sille jatko-osaa The Soul.[23] Meyer on myös kirjoittanut novellin ”Hell on Earth” vuonna 2007 julkaistuun kokoelmateokseen Prom Nights from Hell.[24][25]",https://fi.wikipedia.org/wiki/Stephenie%20Meyer,"['Milloin', 'Stephenie', 'Meyer', 'syntyi', '?']","['Vuonna', '2008', 'julkaistiin', 'Meyerin', 'aikuisille', 'suunnattu', 'tieteisromaani', 'Vieras', '(', 'The', 'Host', ',', 'suom.', '2009', ')', '.', 'Meyer', 'on', 'kirjoittanut', 'sille', 'jatko-osaa', 'The', 'Soul.', '[', '23', ']', 'Meyer', 'on', 'myös', 'kirjoittanut', 'novellin', '”Hell', 'on', 'Earth”', 'vuonna', '2007', 'julkaistuun', 'kokoelmateokseen', 'Prom', 'Nights', 'from', 'Hell.', '[', '24', ']', '[', '25', ']']",0,0.2
Milloin Jean-François Lyotard kuoli?,Jean-François Lyotard,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Citation error, replace with{{cite book| author = Lyotard, Jean-François| title = Tieto postmodernissa yhteiskunnassa| publisher = Tampere: Vastapaino| year = 1985| version = Suomennos Leevi Lehto| id = ISBN 951-9066-13-6}}",https://fi.wikipedia.org/wiki/Jean-Fran%C3%A7ois%20Lyotard,"['Milloin', 'Jean-François', 'Lyotard', 'kuoli', '?']","['Citation', 'error', ',', 'replace', 'with', '{', '{', 'cite', 'book|', 'author', '=', 'Lyotard', ',', 'Jean-François|', 'title', '=', 'Tieto', 'postmodernissa', 'yhteiskunnassa|', 'publisher', '=', 'Tampere', ':', 'Vastapaino|', 'year', '=', '1985|', 'version', '=', 'Suomennos', 'Leevi', 'Lehto|', 'id', '=', 'ISBN', '951-9066-13-6', '}', '}']",0,0.2
Milloin passi on keksitty?,Passi,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",Alle 18-vuotiaat tarvitsevat oman passin ja kaikkien huoltajien suostumuksen sen saadakseen. Lapsen kanssa matkustava huoltaja tarvitsee lisäksi toisen huoltajan kirjallisen suostumuksen matkaa varten. Mukana on hyvä olla maistraatista englanninkielinen virkatodistus sukulaisuuden vahvistamiseksi. Ilman todisteita lomamatka saattaa päättyä jo toisen valtion rajalle koska sukulaisuussuhde täytyy olla todistettavissa tiettyihin valtioihin matkustaessa.[2],https://fi.wikipedia.org/wiki/Passi,"['Milloin', 'passi', 'on', 'keksitty', '?']","['Alle', '18-vuotiaat', 'tarvitsevat', 'oman', 'passin', 'ja', 'kaikkien', 'huoltajien', 'suostumuksen', 'sen', 'saadakseen.', 'Lapsen', 'kanssa', 'matkustava', 'huoltaja', 'tarvitsee', 'lisäksi', 'toisen', 'huoltajan', 'kirjallisen', 'suostumuksen', 'matkaa', 'varten.', 'Mukana', 'on', 'hyvä', 'olla', 'maistraatista', 'englanninkielinen', 'virkatodistus', 'sukulaisuuden', 'vahvistamiseksi.', 'Ilman', 'todisteita', 'lomamatka', 'saattaa', 'päättyä', 'jo', 'toisen', 'valtion', 'rajalle', 'koska', 'sukulaisuussuhde', 'täytyy', 'olla', 'todistettavissa', 'tiettyihin', 'valtioihin', 'matkustaessa.', '[', '2', ']']",0,0.2
Milloin Lenin kuoli?,Vladimir Lenin,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","
Suomessa on kolme Leninin patsasta, useita muistolaattoja ja muita hänelle omistettuja muistomerkkejä. Neuvostoliiton kaaduttua vuonna 1991 alkoi Itä-Euroopan maissa ja Venäjällä suuri Lenin-patsaiden tuhoaminen. Melkein kaikki Itä-Euroopan valtioiden puolella olevat Lenin-patsaat on tuhottu tai siirretty museoihin. Venäjän puolella Lenin-patsaita on säilynyt paljon enemmän. Maapallon eteläisin patsas sijaitsee Etelämantereen luoksepääsemättömyyden navalla.",https://fi.wikipedia.org/wiki/Vladimir%20Lenin,"['Milloin', 'Lenin', 'kuoli', '?']","['Suomessa', 'on', 'kolme', 'Leninin', 'patsasta', ',', 'useita', 'muistolaattoja', 'ja', 'muita', 'hänelle', 'omistettuja', 'muistomerkkejä.', 'Neuvostoliiton', 'kaaduttua', 'vuonna', '1991', 'alkoi', 'Itä-Euroopan', 'maissa', 'ja', 'Venäjällä', 'suuri', 'Lenin-patsaiden', 'tuhoaminen.', 'Melkein', 'kaikki', 'Itä-Euroopan', 'valtioiden', 'puolella', 'olevat', 'Lenin-patsaat', 'on', 'tuhottu', 'tai', 'siirretty', 'museoihin.', 'Venäjän', 'puolella', 'Lenin-patsaita', 'on', 'säilynyt', 'paljon', 'enemmän.', 'Maapallon', 'eteläisin', 'patsas', 'sijaitsee', 'Etelämantereen', 'luoksepääsemättömyyden', 'navalla', '.']",0,0.0
Mitä tarkoittaa sudeettialue?,Sudeettialueet,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Saksalaismiehityksestä maa vapautui 1945 ja sudeettialue palautettiin Tšekkoslovakialle samana vuonna. Sodan jälkeen vuosina 1945–1947 alueen noin 2,6 miljoonaa saksalaista karkotettiin presidentti Edvard Benešin säätämillä laeilla maasta. Tšekit tekivät jonkin verran kostoiskuja Saksaan siirtyviä saksalaisia, etenkin aseensa luovuttaneita sotilaita kohtaan. Arviolta 30000 sudeettisaksalaista teloitettiin.[1]",https://fi.wikipedia.org/wiki/Sudeettialueet,"['Mitä', 'tarkoittaa', 'sudeettialue', '?']","['Saksalaismiehityksestä', 'maa', 'vapautui', '1945', 'ja', 'sudeettialue', 'palautettiin', 'Tšekkoslovakialle', 'samana', 'vuonna.', 'Sodan', 'jälkeen', 'vuosina', '1945–1947', 'alueen', 'noin', '2,6', 'miljoonaa', 'saksalaista', 'karkotettiin', 'presidentti', 'Edvard', 'Benešin', 'säätämillä', 'laeilla', 'maasta.', 'Tšekit', 'tekivät', 'jonkin', 'verran', 'kostoiskuja', 'Saksaan', 'siirtyviä', 'saksalaisia', ',', 'etenkin', 'aseensa', 'luovuttaneita', 'sotilaita', 'kohtaan.', 'Arviolta', '30000', 'sudeettisaksalaista', 'teloitettiin.', '[', '1', ']']",0,0.25
Minä vuonna Adolf Hitler kuoli?,Adolf Hitlerin kuolema,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Adolf Hitler siirtyi Führerbunkeriin Berliinissä 16. tammikuuta 1945 ja sieltä käsin hän seurasi natsi-Saksan loppua liittoutuneiden lähestyessä sekä idästä että lännestä. Huhtikuun loppupuolella puna-armeijan joukot olivat jo Berliinissä ja Hitler alkoi tehdä valmisteluja itsemurhaansa varten. Neljältä aamuyöllä 29. huhtikuuta hän viimeisteli testamenttinsa. Pian keskiyön jälkeen 30. huhtikuuta Hitler meni naimisiin Eva Braunin kanssa lyhyessä seremoniassa bunkkerin karttahuoneessa. Sen jälkeen hän saneli henkilökohtaisen ja poliittisen testamenttinsa sihteerilleen Traudl Jungelle, minkä jälkeen hän meni lepäämään noin kello neljä aamuyöllä.[1]",https://fi.wikipedia.org/wiki/Adolf%20Hitlerin%20kuolema,"['Minä', 'vuonna', 'Adolf', 'Hitler', 'kuoli', '?']","['Adolf', 'Hitler', 'siirtyi', 'Führerbunkeriin', 'Berliinissä', '16.', 'tammikuuta', '1945', 'ja', 'sieltä', 'käsin', 'hän', 'seurasi', 'natsi-Saksan', 'loppua', 'liittoutuneiden', 'lähestyessä', 'sekä', 'idästä', 'että', 'lännestä.', 'Huhtikuun', 'loppupuolella', 'puna-armeijan', 'joukot', 'olivat', 'jo', 'Berliinissä', 'ja', 'Hitler', 'alkoi', 'tehdä', 'valmisteluja', 'itsemurhaansa', 'varten.', 'Neljältä', 'aamuyöllä', '29.', 'huhtikuuta', 'hän', 'viimeisteli', 'testamenttinsa.', 'Pian', 'keskiyön', 'jälkeen', '30.', 'huhtikuuta', 'Hitler', 'meni', 'naimisiin', 'Eva', 'Braunin', 'kanssa', 'lyhyessä', 'seremoniassa', 'bunkkerin', 'karttahuoneessa.', 'Sen', 'jälkeen', 'hän', 'saneli', 'henkilökohtaisen', 'ja', 'poliittisen', 'testamenttinsa', 'sihteerilleen', 'Traudl', 'Jungelle', ',', 'minkä', 'jälkeen', 'hän', 'meni', 'lepäämään', 'noin', 'kello', 'neljä', 'aamuyöllä.', '[', '1', ']']",0,0.3333333333333333
Milloin Bruno Latour syntyi?,Bruno Latour,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Bruno Latour les Microbes: Guerre et paix, Paris, Métailié, 1984
Bruno Latour et Steve Woolgar, la Vie de laboratoire: la Production des faits scientifiques, Paris, La Découverte, 1988
Bruno Latour, La Science en action, Paris, La Découverte, 1989
Bruno Latour, Aramis ou l'Amour des techniques, Paris, La Découverte, 1992
Bruno Latour, Petites Leçons de sociologie des sciences, Paris, Le Seuil, 1996
Bruno Latour, Politiques de la nature: Comment faire entrer les sciences en démocratie, Paris, La Découverte, 1999, 2004
Bruno Latour, Jubiler ou les Tourments de la parole religieuse, Paris, Les Empêcheurs-Le Seuil, 2002
Bruno Latour, la Fabrique du droit: Une ethnographie du Conseil d'État, Paris, La Découverte, 2002
Bruno Latour, Changer de société ~ Refaire de la sociologie, Paris, La Découverte, 2006",https://fi.wikipedia.org/wiki/Bruno%20Latour,"['Milloin', 'Bruno', 'Latour', 'syntyi', '?']","['Bruno', 'Latour', 'les', 'Microbes', ':', 'Guerre', 'et', 'paix', ',', 'Paris', ',', 'Métailié', ',', '1984', 'Bruno', 'Latour', 'et', 'Steve', 'Woolgar', ',', 'la', 'Vie', 'de', 'laboratoire', ':', 'la', 'Production', 'des', 'faits', 'scientifiques', ',', 'Paris', ',', 'La', 'Découverte', ',', '1988', 'Bruno', 'Latour', ',', 'La', 'Science', 'en', 'action', ',', 'Paris', ',', 'La', 'Découverte', ',', '1989', 'Bruno', 'Latour', ',', 'Aramis', 'ou', ""l'Amour"", 'des', 'techniques', ',', 'Paris', ',', 'La', 'Découverte', ',', '1992', 'Bruno', 'Latour', ',', 'Petites', 'Leçons', 'de', 'sociologie', 'des', 'sciences', ',', 'Paris', ',', 'Le', 'Seuil', ',', '1996', 'Bruno', 'Latour', ',', 'Politiques', 'de', 'la', 'nature', ':', 'Comment', 'faire', 'entrer', 'les', 'sciences', 'en', 'démocratie', ',', 'Paris', ',', 'La', 'Découverte', ',', '1999', ',', '2004', 'Bruno', 'Latour', ',', 'Jubiler', 'ou', 'les', 'Tourments', 'de', 'la', 'parole', 'religieuse', ',', 'Paris', ',', 'Les', 'Empêcheurs-Le', 'Seuil', ',', '2002', 'Bruno', 'Latour', ',', 'la', 'Fabrique', 'du', 'droit', ':', 'Une', 'ethnographie', 'du', 'Conseil', ""d'État"", ',', 'Paris', ',', 'La', 'Découverte', ',', '2002', 'Bruno', 'Latour', ',', 'Changer', 'de', 'société', '~', 'Refaire', 'de', 'la', 'sociologie', ',', 'Paris', ',', 'La', 'Découverte', ',', '2006']",0,0.4
Missä oli Suomen ensimmäinen yliopisto?,Turun akatemia,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",Kemian professori Pehr Adrian Gadd (1727–1797) aloitti suomalaisen kemian opetuksen aikakauden Turun Akatemiassa vuonna 1761.[7],https://fi.wikipedia.org/wiki/Turun%20akatemia,"['Missä', 'oli', 'Suomen', 'ensimmäinen', 'yliopisto', '?']","['Kemian', 'professori', 'Pehr', 'Adrian', 'Gadd', '(', '1727–1797', ')', 'aloitti', 'suomalaisen', 'kemian', 'opetuksen', 'aikakauden', 'Turun', 'Akatemiassa', 'vuonna', '1761.', '[', '7', ']']",0,0.0
Miksi sokeria käytetään niin paljon ruoan valmistuksessa?,Sakkaroosi,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Tomusokeri on hienojakoiseksi jauhettua kidesokeria, jota käytetään makeis-, keksi- ja leipomoteollisuudessa. Siihen lisätty paakkuuntumisenestoaine parantaa käsiteltävyyttä ja helpottaa säilytystä. Tomusokeria voidaan käyttää sellaisenaan koristeena tai valkuaiseen tai muuhun nesteeseen sekoitettuna kuorrutuksen tekemiseen.",https://fi.wikipedia.org/wiki/Sakkaroosi,"['Miksi', 'sokeria', 'käytetään', 'niin', 'paljon', 'ruoan', 'valmistuksessa', '?']","['Tomusokeri', 'on', 'hienojakoiseksi', 'jauhettua', 'kidesokeria', ',', 'jota', 'käytetään', 'makeis-', ',', 'keksi-', 'ja', 'leipomoteollisuudessa.', 'Siihen', 'lisätty', 'paakkuuntumisenestoaine', 'parantaa', 'käsiteltävyyttä', 'ja', 'helpottaa', 'säilytystä.', 'Tomusokeria', 'voidaan', 'käyttää', 'sellaisenaan', 'koristeena', 'tai', 'valkuaiseen', 'tai', 'muuhun', 'nesteeseen', 'sekoitettuna', 'kuorrutuksen', 'tekemiseen', '.']",0,0.125
Minä vuonna elokuva Tappajahai sai ensi-iltansa?,Tappajahai (elokuva),finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Elokuvan päärooleissa ovat Roy Scheider, Robert Shaw ja Richard Dreyfuss. Spielberg kysyi aluksi Quintin rooliin Sterling Haydenia ja Lee Marvinia ennen Robert Shaw’n valintaa. Elokuvan toinen käsikirjoittaja Carl Gottlieb esittää taustaroolissa toimittajaa.",https://fi.wikipedia.org/wiki/Tappajahai%20%28elokuva%29,"['Minä', 'vuonna', 'elokuva', 'Tappajahai', 'sai', 'ensi-iltansa', '?']","['Elokuvan', 'päärooleissa', 'ovat', 'Roy', 'Scheider', ',', 'Robert', 'Shaw', 'ja', 'Richard', 'Dreyfuss.', 'Spielberg', 'kysyi', 'aluksi', 'Quintin', 'rooliin', 'Sterling', 'Haydenia', 'ja', 'Lee', 'Marvinia', 'ennen', 'Robert', 'Shaw’n', 'valintaa.', 'Elokuvan', 'toinen', 'käsikirjoittaja', 'Carl', 'Gottlieb', 'esittää', 'taustaroolissa', 'toimittajaa', '.']",0,0.0
Mitkä ovat Manitoban osavaltion rajanaapurit?,Manitoba,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Environment Canadan mukaan Manitoban taivas on vuosittain vähä pilvisin Kanadan provinsseista, toiseksi pilvettömin kesäisin ja aurinkoisin talvisin ja keväisin.[13] Portage la Prairien kaupunki on maan aurinkoisin lämpiminä kuukausina ja Winnipeg on toiseksi pilvettömin vuoden ympäri ja aurinkoisin talvi–kevät kuukausina Kanadassa.[14] Eteläisen Manitoban Redjoen jokilaaksossa on suhteellisen pitkä kasvukausi, 125–135 päivää vuodessa. Kasvukauden pituus putoaa rajusti luoteeseen ja pohjoiseen mentäessä.[15]",https://fi.wikipedia.org/wiki/Manitoba,"['Mitkä', 'ovat', 'Manitoban', 'osavaltion', 'rajanaapurit', '?']","['Environment', 'Canadan', 'mukaan', 'Manitoban', 'taivas', 'on', 'vuosittain', 'vähä', 'pilvisin', 'Kanadan', 'provinsseista', ',', 'toiseksi', 'pilvettömin', 'kesäisin', 'ja', 'aurinkoisin', 'talvisin', 'ja', 'keväisin.', '[', '13', ']', 'Portage', 'la', 'Prairien', 'kaupunki', 'on', 'maan', 'aurinkoisin', 'lämpiminä', 'kuukausina', 'ja', 'Winnipeg', 'on', 'toiseksi', 'pilvettömin', 'vuoden', 'ympäri', 'ja', 'aurinkoisin', 'talvi–kevät', 'kuukausina', 'Kanadassa.', '[', '14', ']', 'Eteläisen', 'Manitoban', 'Redjoen', 'jokilaaksossa', 'on', 'suhteellisen', 'pitkä', 'kasvukausi', ',', '125–135', 'päivää', 'vuodessa.', 'Kasvukauden', 'pituus', 'putoaa', 'rajusti', 'luoteeseen', 'ja', 'pohjoiseen', 'mentäessä.', '[', '15', ']']",0,0.1666666666666666
